medalist_wikidata_id,medalist_link,medalist_name,medal,delegation_wikidata_id,delegation_name,country_medal_wikidata_id,country_medal,country_medal_code2,country_medal_code3,date_of_birth,Age this year,place_of_birth_wikidata_id,place_of_birth,place_of_birth_county_in_wikidata_id,place_of_birth_county,sex_or_gender_wikidata_id,sex_or_gender,event_wikidata_id,event_link,event_name,event_part_of,sport
Q17478297,https://en.wikipedia.org/wiki/S%C3%A1ndor_T%C3%B3tka,Sándor Tótka,silver,Q42911843,Hungary at the 2024 Summer Olympics,Q28,Hungary,HU,HUN,27/7/1994,30.00,Q855052,Mezőtúr,Q831151,Mezőtúr District,Q6581097,male,Q117156605,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_K-2_500_metres,canoeing at the 2024 Summer Olympics – men's K-2 500 metres,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q25918208,https://en.wikipedia.org/wiki/Max_Rendschmidt,Max Rendschmidt,gold,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,12/9/1993,30.00,Q586,Bonn,Q7927,Cologne Government Region,Q6581097,male,Q117156607,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_K-4_500_metres,Canoeing at the 2024 Summer Olympics – Men's K-4 500 metres,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q66761153,https://en.wikipedia.org/wiki/Carlos_Ar%C3%A9valo,Carlos Arévalo,bronze,Q42911743,Spain at the 2024 Summer Olympics,Q29,Spain,ES,ESP,6/12/1993,30.00,Q671341,Betanzos,Q82119,A Coruña Province,Q6581097,male,Q117156607,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_K-4_500_metres,Canoeing at the 2024 Summer Olympics – Men's K-4 500 metres,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q20727717,https://en.wikipedia.org/wiki/Francesco_Lamon,Francesco Lamon,bronze,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,5/2/1994,30.00,Q46797,Mirano,Q3678587,Metropolitan City of Venice,Q6581097,male,Q117156505,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_pursuit,cycling at the 2024 Summer Olympics – men's team pursuit,track cycling at the 2024 Summer Olympics,track cycling
Q1329543,https://en.wikipedia.org/wiki/Elinor_Barker,Elinor Barker,silver,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,7/9/1994,30.00,Q10690,Cardiff,Q24342199,Cardiff,Q6581072,female,Q117156498,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_Madison,cycling at the 2024 Summer Olympics – women's madison,track cycling at the 2024 Summer Olympics,track cycling
Q29168606,https://en.wikipedia.org/wiki/Lily_Williams_(cyclist),Lily Williams,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,24/6/1994,30.00,Q37043,Tallahassee,Q488576,Leon County,Q6581072,female,Q117156502,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_pursuit,cycling at the 2024 Summer Olympics – women's team pursuit,track cycling at the 2024 Summer Olympics,track cycling
Q1329543,https://en.wikipedia.org/wiki/Elinor_Barker,Elinor Barker,bronze,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,7/9/1994,30.00,Q10690,Cardiff,Q24342199,Cardiff,Q6581072,female,Q117156502,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_pursuit,cycling at the 2024 Summer Olympics – women's team pursuit,track cycling at the 2024 Summer Olympics,track cycling
Q3557393,https://en.wikipedia.org/wiki/Victor_Koretzky,Victor Koretzky,silver,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,26/8/1994,30.00,Q174019,Béziers,Q630159,arrondissement of Béziers,Q6581097,male,Q117156508,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_cross-country,cycling at the 2024 Summer Olympics – men's cross-country,cycling at the 2024 Summer Olympics,cycle sport
Q16562637,https://en.wikipedia.org/wiki/Jenny_Rissveds,Jenny Rissveds,bronze,Q42912047,Sweden at the 2024 Summer Olympics,Q34,Sweden,SE,SWE,6/6/1994,30.00,Q26509,Falun,Q501545,Falun Municipality,Q6581072,female,Q117156506,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_cross-country,cycling at the 2024 Summer Olympics – women's cross-country,cycling at the 2024 Summer Olympics,cycle sport
Q313885,https://en.wikipedia.org/wiki/Tom_Daley,Tom Daley,silver,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,21/5/1994,30.00,Q43382,Plymouth,Q21674890,City of Plymouth,Q6581097,male,Q116496021,https://en.wikipedia.org/wiki/Diving_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_synchronized_10_metre_platform,Diving at the 2024 Summer Olympics – Men's synchronized 10 metre platform,diving at the 2024 Summer Olympics,diving
Q16885722,https://en.wikipedia.org/wiki/Nanna_Merrald_Rasmussen,Nanna Skodborg Merrald,silver,Q42911725,Denmark at the 2024 Summer Olympics,Q35,Denmark,DK,DNK,8/10/1993,30.00,Q1019136,Kirke Hvalsø,Q505369,Lejre Municipality,Q6581072,female,Q117156652,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_dressage,equestrian at the 2024 Summer Olympics – team dressage,equestrian at the 2024 Summer Olympics,equestrian sport
Q121434267,https://en.wikipedia.org/wiki/St%C3%A9phane_Landois,Stéphane Landois,silver,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,3/6/1994,30.00,Q12191,Nantes,Q3068,Loire-Atlantique,Q6581097,male,Q118950676,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_eventing,equestrian at the 2024 Summer Olympics – team eventing,equestrian at the 2024 Summer Olympics,eventing
Q26214601,https://en.wikipedia.org/wiki/Masaru_Yamada,Masaru Yamada,silver,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,14/6/1994,30.00,Q819629,Toba,Q128196,Mie Prefecture,Q6581097,male,Q117156527,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_%C3%A9p%C3%A9e,fencing at the 2024 Summer Olympics – men's team épée,fencing at the 2024 Summer Olympics,fencing
Q18165132,https://en.wikipedia.org/wiki/Vivian_Kong,Vivian Kong,gold,Q116973914,Hong Kong at the 2024 Summer Olympics,Q8646,Hong Kong,HK,HKG,8/2/1994,30.00,Q8646,Hong Kong,Q148,People's Republic of China,Q6581072,female,Q117156524,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_%C3%A9p%C3%A9e,fencing at the 2024 Summer Olympics – women's épée,fencing at the 2024 Summer Olympics,fencing
Q24940463,https://en.wikipedia.org/wiki/Auriane_Mallo-Breton,Auriane Mallo-Breton,silver,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,11/10/1993,30.00,Q456,Lyon,Q16665897,Metropolis of Lyon,Q6581072,female,Q117156524,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_%C3%A9p%C3%A9e,fencing at the 2024 Summer Olympics – women's épée,fencing at the 2024 Summer Olympics,fencing
Q24940463,https://en.wikipedia.org/wiki/Auriane_Mallo-Breton,Auriane Mallo-Breton,silver,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,11/10/1993,30.00,Q456,Lyon,Q16665897,Metropolis of Lyon,Q6581072,female,Q117156525,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,fencing at the 2024 Summer Olympics – women's team épée,fencing at the 2024 Summer Olympics,fencing
Q1657692,https://en.wikipedia.org/wiki/Lee_Kiefer,Lee Kiefer,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,15/6/1994,30.00,Q37320,Cleveland,Q251267,Cuyahoga County,Q6581072,female,Q117156520,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_foil,fencing at the 2024 Summer Olympics – women's foil,fencing at the 2024 Summer Olympics,fencing
Q65770518,https://en.wikipedia.org/wiki/Jacqueline_Dubrovich,Jacqueline Dubrovich,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,18/7/1994,30.00,Q138391,Paterson,Q495974,Passaic County,Q6581072,female,Q117156521,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_foil,fencing at the 2024 Summer Olympics – women's team foil,fencing at the 2024 Summer Olympics,fencing
Q1657692,https://en.wikipedia.org/wiki/Lee_Kiefer,Lee Kiefer,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,15/6/1994,30.00,Q37320,Cleveland,Q251267,Cuyahoga County,Q6581072,female,Q117156521,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_foil,fencing at the 2024 Summer Olympics – women's team foil,fencing at the 2024 Summer Olympics,fencing
Q26234701,https://en.wikipedia.org/wiki/Christopher_R%C3%BChr,Christopher Rühr,silver,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,19/12/1993,30.00,Q1718,Düsseldorf,Q7926,Düsseldorf Government Region,Q6581097,male,Q115799683,https://en.wikipedia.org/wiki/Field_hockey_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,field hockey at the 2024 Summer Olympics – men's tournament,field hockey at the 2024 Summer Olympics,field hockey
Q26209508,https://en.wikipedia.org/wiki/Lalit_Upadhyay,Lalit Upadhyay,bronze,Q114344830,India at the 2024 Summer Olympics,Q668,India,IN,IND,1/12/1993,30.00,Q79980,Varanasi,Q1321140,Varanasi district,Q6581097,male,Q115799683,https://en.wikipedia.org/wiki/Field_hockey_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,field hockey at the 2024 Summer Olympics – men's tournament,field hockey at the 2024 Summer Olympics,field hockey
Q14852998,https://en.wikipedia.org/wiki/Maria_Verschoor,Maria Verschoor,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,22/4/1994,30.00,Q26421,Dordrecht,Q694,South Holland,Q6581072,female,Q115799682,https://en.wikipedia.org/wiki/Field_hockey_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,field hockey at the 2024 Summer Olympics – women's tournament,field hockey at the 2024 Summer Olympics,field hockey
Q56043488,https://en.wikipedia.org/wiki/Gu_Bingfeng,Gu Bingfeng,silver,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,25/1/1994,30.00,NA,NA,NA,NA,Q6581072,female,Q115799682,https://en.wikipedia.org/wiki/Field_hockey_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,field hockey at the 2024 Summer Olympics – women's tournament,field hockey at the 2024 Summer Olympics,field hockey
Q6552885,https://en.wikipedia.org/wiki/Lindsey_Horan,Lindsey Horan,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,26/5/1994,30.00,Q462804,Lakewood,Q127978,Jefferson County,Q6581072,female,Q77732190,https://en.wikipedia.org/wiki/Football_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,football at the 2024 Summer Olympics – women's tournament,football at the 2024 Summer Olympics,association football
Q21207974,https://en.wikipedia.org/wiki/Emily_Sonnett,Emily Sonnett,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,25/11/1993,30.00,Q852684,Marietta,Q484247,Cobb County,Q6581072,female,Q77732190,https://en.wikipedia.org/wiki/Football_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,football at the 2024 Summer Olympics – women's tournament,football at the 2024 Summer Olympics,association football
Q98082612,https://en.wikipedia.org/wiki/Ant%C3%B4nia_(footballer),Antônia Ronnycleide da Costa Silva,silver,Q113504733,Brazil at the 2024 Summer Olympics,Q155,Brazil,BR,BRA,26/4/1994,30.00,Q2232145,Riacho de Santana,Q43255,Rio Grande do Norte,Q6581072,female,Q77732190,https://en.wikipedia.org/wiki/Football_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,football at the 2024 Summer Olympics – women's tournament,football at the 2024 Summer Olympics,association football
Q18411179,https://en.wikipedia.org/wiki/Liu_Yang_(gymnast),Liu Yang,silver,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,11/8/1994,30.00,Q74957,Anshan,Q43934,Liaoning,Q6581097,male,Q117156645,https://en.wikipedia.org/wiki/Gymnastics_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_artistic_team_all-around,gymnastics at the 2024 Summer Olympics – men's artistic team all-around,artistic gymnastics at the 2024 Summer Olympics,artistic gymnastics
Q18411179,https://en.wikipedia.org/wiki/Liu_Yang_(gymnast),Liu Yang,gold,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,11/8/1994,30.00,Q74957,Anshan,Q43934,Liaoning,Q6581097,male,Q117156637,https://en.wikipedia.org/wiki/Gymnastics_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_rings,gymnastics at the 2024 Summer Olympics – men's rings,artistic gymnastics at the 2024 Summer Olympics,artistic gymnastics
Q19968681,https://en.wikipedia.org/wiki/Niclas_Kirkel%C3%B8kke,Niclas Kirkeløkke,gold,Q42911725,Denmark at the 2024 Summer Olympics,Q35,Denmark,DK,DNK,26/3/1994,30.00,Q303111,Ringe,Q27976,Faaborg-Midtfyn Municipality,Q6581097,male,Q121704904,https://en.wikipedia.org/wiki/Handball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,handball at the 2024 Summer Olympics – men's tournament,handball at the 2024 Summer Olympics,handball
Q15733322,https://en.wikipedia.org/wiki/Lasse_Andersson,Lasse Andersson,gold,Q42911725,Denmark at the 2024 Summer Olympics,Q35,Denmark,DK,DNK,11/3/1994,30.00,Q1932118,Valby,Q504125,Copenhagen Municipality,Q6581097,male,Q121704904,https://en.wikipedia.org/wiki/Handball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,handball at the 2024 Summer Olympics – men's tournament,handball at the 2024 Summer Olympics,handball
Q57783658,https://en.wikipedia.org/wiki/Abel_Serdio,Abel Serdio,bronze,Q42911743,Spain at the 2024 Summer Olympics,Q29,Spain,ES,ESP,1/1/1994,30.00,Q14649,Avilés,Q24004403,Province of Asturias,Q6581097,male,Q121704904,https://en.wikipedia.org/wiki/Handball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,handball at the 2024 Summer Olympics – men's tournament,handball at the 2024 Summer Olympics,handball
Q25435541,https://en.wikipedia.org/wiki/Maren_Nyland_Aardahl,Maren Aardahl,gold,Q114244710,Norway at the 2024 Summer Olympics,Q20,Norway,NO,NOR,2/3/1994,30.00,Q25804,Trondheim,Q127676,Trøndelag,Q6581072,female,Q121705755,https://en.wikipedia.org/wiki/Handball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,handball at the 2024 Summer Olympics – women's tournament,handball at the 2024 Summer Olympics,handball
Q24150838,https://en.wikipedia.org/wiki/Marit_R%C3%B8sberg_Jacobsen,Marit Røsberg Jacobsen,gold,Q114244710,Norway at the 2024 Summer Olympics,Q20,Norway,NO,NOR,25/2/1994,30.00,Q59101,Narvik,Q1215658,Narvik Municipality,Q6581072,female,Q121705755,https://en.wikipedia.org/wiki/Handball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,handball at the 2024 Summer Olympics – women's tournament,handball at the 2024 Summer Olympics,handball
Q15313118,https://en.wikipedia.org/wiki/Anne_Mette_Hansen,Anne Mette Hansen,bronze,Q42911725,Denmark at the 2024 Summer Olympics,Q35,Denmark,DK,DNK,25/8/1994,30.00,Q21006,Glostrup Municipality,Q26073,Capital Region of Denmark,Q6581072,female,Q121705755,https://en.wikipedia.org/wiki/Handball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,handball at the 2024 Summer Olympics – women's tournament,handball at the 2024 Summer Olympics,handball
Q17226182,https://en.wikipedia.org/wiki/Takanori_Nagase,Takanori Nagase,gold,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,14/10/1993,30.00,Q38234,Nagasaki,Q169376,Nagasaki Prefecture,Q6581097,male,Q116828905,https://en.wikipedia.org/wiki/Judo_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_81_kg,judo at the 2024 Summer Olympics – men's 81 kg,judo at the 2024 Summer Olympics,judo
Q109301347,https://en.wikipedia.org/wiki/Miriam_Butkereit,Miriam Butkereit,silver,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,8/5/1994,30.00,Q1055,Hamburg,Q183,Germany,Q6581072,female,Q116829576,https://en.wikipedia.org/wiki/Judo_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_70_kg,judo at the 2024 Summer Olympics – women's 70 kg,judo at the 2024 Summer Olympics,judo
Q22917839,https://en.wikipedia.org/wiki/Madeleine_Malonga,Madeleine Malonga,gold,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,25/12/1993,30.00,Q839549,Soisy-sous-Montmorency,Q979470,Seine-et-Oise,Q6581072,female,Q116829973,https://en.wikipedia.org/wiki/Judo_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_team,judo at the 2024 Summer Olympics – mixed team event,judo at the 2024 Summer Olympics,judo
Q18217298,https://en.wikipedia.org/wiki/Miku_Takaichi,Miku Takaichi,silver,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,7/4/1994,30.00,Q208863,Hachioji,Q1490,Tokyo,Q6581072,female,Q116829973,https://en.wikipedia.org/wiki/Judo_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_team,judo at the 2024 Summer Olympics – mixed team event,judo at the 2024 Summer Olympics,judo
Q17226182,https://en.wikipedia.org/wiki/Takanori_Nagase,Takanori Nagase,silver,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,14/10/1993,30.00,Q38234,Nagasaki,Q169376,Nagasaki Prefecture,Q6581097,male,Q116829973,https://en.wikipedia.org/wiki/Judo_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_team,judo at the 2024 Summer Olympics – mixed team event,judo at the 2024 Summer Olympics,judo
Q20041160,https://en.wikipedia.org/wiki/Rika_Takayama,Rika Takayama,silver,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,27/8/1994,30.00,NA,NA,NA,NA,Q6581072,female,Q116829973,https://en.wikipedia.org/wiki/Judo_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_team,judo at the 2024 Summer Olympics – mixed team event,judo at the 2024 Summer Olympics,judo
Q20871414,https://en.wikipedia.org/wiki/An_Ba-ul,An Ba-ul,bronze,Q114753595,South Korea at the 2024 Summer Olympics,Q884,South Korea,KR,KOR,25/3/1994,30.00,Q8684,Seoul,Q884,South Korea,Q6581097,male,Q116829973,https://en.wikipedia.org/wiki/Judo_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_team,judo at the 2024 Summer Olympics – mixed team event,judo at the 2024 Summer Olympics,judo
Q29835734,https://en.wikipedia.org/wiki/Yoon_Hyun-ji,Yoon Hyun-ji,bronze,Q114753595,South Korea at the 2024 Summer Olympics,Q884,South Korea,KR,KOR,14/2/1994,30.00,NA,NA,NA,NA,Q6581072,female,Q116829973,https://en.wikipedia.org/wiki/Judo_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_team,judo at the 2024 Summer Olympics – mixed team event,judo at the 2024 Summer Olympics,judo
Q61731328,https://en.wikipedia.org/wiki/Lennart_van_Lierop,Lennart van Lierop,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,20/5/1994,30.00,Q36600,The Hague,Q694,South Holland,Q6581097,male,Q116820680,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_quadruple_sculls,rowing at the 2024 Summer Olympics – men's quadruple sculls,rowing at the 2024 Summer Olympics,rowing
Q20993772,https://en.wikipedia.org/wiki/Tone_Wieten,Tone Wieten,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,17/3/1994,30.00,Q727,Amsterdam,Q9899,Amsterdam,Q6581097,male,Q116820680,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_quadruple_sculls,rowing at the 2024 Summer Olympics – men's quadruple sculls,rowing at the 2024 Summer Olympics,rowing
Q26252438,https://en.wikipedia.org/wiki/Mateusz_Biskup,Mateusz Biskup,bronze,Q114244612,Poland at the 2024 Summer Olympics,Q36,Poland,PL,POL,8/2/1994,30.00,Q1792,Gdańsk,Q54180,Pomeranian Voivodeship,Q6581097,male,Q116820680,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_quadruple_sculls,rowing at the 2024 Summer Olympics – men's quadruple sculls,rowing at the 2024 Summer Olympics,rowing
Q61708052,https://en.wikipedia.org/wiki/Oliver_Wynne-Griffith,Oliver Wynne-Griffith,silver,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,29/5/1994,30.00,Q213465,Guildford,Q894086,Guildford,Q6581097,male,Q116820628,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_coxless_pair,rowing at the 2024 Summer Olympics – men's pair,rowing at the 2024 Summer Olympics,rowing
Q26252440,https://en.wikipedia.org/wiki/Roman_R%C3%B6%C3%B6sli,Roman Röösli,bronze,Q114244740,Switzerland at the 2024 Summer Olympics,Q39,Switzerland,CH,CHE,22/9/1993,30.00,Q7128,Neuenkirch,Q2540242,Sursee Constituency,Q6581097,male,Q116820628,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_coxless_pair,rowing at the 2024 Summer Olympics – men's pair,rowing at the 2024 Summer Olympics,rowing
Q25345873,https://en.wikipedia.org/wiki/Tom_Murray_(New_Zealand_rower),Tom Murray,silver,Q114244700,New Zealand at the 2024 Summer Olympics,Q664,New Zealand,NZ,NZL,5/4/1994,30.00,Q883831,Blenheim,Q140083,Marlborough District,Q6581097,male,Q116820673,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_coxless_four,rowing at the 2024 Summer Olympics – men's four,rowing at the 2024 Summer Olympics,rowing
Q64287368,https://en.wikipedia.org/wiki/Rory_Gibbs,Rory Gibbs,gold,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,3/4/1994,30.00,Q3856,Nicosia,Q59147,Nicosia District,Q6581097,male,Q116820691,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_eight,rowing at the 2024 Summer Olympics – men's eight,rowing at the 2024 Summer Olympics,rowing
Q61708006,https://en.wikipedia.org/wiki/Jacob_Dawson_(rower),Jacob Dawson,gold,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,2/11/1993,30.00,Q936263,Gosport,Q21886128,Gosport,Q6581097,male,Q116820691,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_eight,rowing at the 2024 Summer Olympics – men's eight,rowing at the 2024 Summer Olympics,rowing
Q61708029,https://en.wikipedia.org/wiki/James_Rudkin,James Rudkin,gold,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,7/7/1994,30.00,Q192240,Northampton,Q60790129,West Northamptonshire,Q6581097,male,Q116820691,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_eight,rowing at the 2024 Summer Olympics – men's eight,rowing at the 2024 Summer Olympics,rowing
Q61742572,https://en.wikipedia.org/wiki/Harry_Brightmore,Harry Brightmore,gold,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,1/7/1994,30.00,Q170263,Chester,Q1070591,Cheshire West and Chester,Q6581097,male,Q116820691,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_eight,rowing at the 2024 Summer Olympics – men's eight,rowing at the 2024 Summer Olympics,rowing
Q18045229,https://en.wikipedia.org/wiki/Paul_O%27Donovan,Paul O'Donovan,gold,Q114244837,Ireland at the 2024 Summer Olympics,Q27,Republic of Ireland,IE,IRL,19/4/1994,30.00,Q104297150,Lisheen,Q59724343,Kealkill,Q6581097,male,Q116820672,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_lightweight_double_sculls,rowing at the 2024 Summer Olympics – men's lightweight double sculls,rowing at the 2024 Summer Olympics,rowing
Q113577777,https://en.wikipedia.org/wiki/Georgina_Brayshaw,Georgina Brayshaw,gold,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,14/10/1993,30.00,Q39121,Leeds,Q774015,Leeds,Q6581072,female,Q116820678,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_quadruple_sculls,rowing at the 2024 Summer Olympics – women's quadruple sculls,rowing at the 2024 Summer Olympics,rowing
Q47105092,https://en.wikipedia.org/wiki/Ioana_Vr%C3%AEnceanu,Ioana Vrinceanu,silver,Q42911998,Romania at the 2024 Summer Olympics,Q218,Romania,RO,ROU,7/3/1994,30.00,Q186349,Târgu Mureș,Q190711,Mureș County,Q6581072,female,Q116820631,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_coxless_pair,rowing at the 2024 Summer Olympics – women's pair,rowing at the 2024 Summer Olympics,rowing
Q61757384,https://en.wikipedia.org/wiki/Hermijntje_Drenth,Hermijntje Drenth,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,19/7/1994,30.00,Q1310,Arnhem,Q775,Gelderland,Q6581072,female,Q116820675,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_coxless_four,rowing at the 2024 Summer Olympics – women's four,rowing at the 2024 Summer Olympics,rowing
Q113524327,https://en.wikipedia.org/wiki/Tinka_Offereins,Tinka Offereins,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,5/10/1993,30.00,Q9898,Amstelveen,Q701,North Holland,Q6581072,female,Q116820675,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_coxless_four,rowing at the 2024 Summer Olympics – women's four,rowing at the 2024 Summer Olympics,rowing
Q113588017,https://en.wikipedia.org/wiki/Samantha_Redgrave,Samantha Redgrave,silver,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,18/8/1994,30.00,Q1425428,Newcastle upon Tyne,Q21012735,Newcastle upon Tyne,Q6581072,female,Q116820675,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_coxless_four,rowing at the 2024 Summer Olympics – women's four,rowing at the 2024 Summer Olympics,rowing
