medalist_wikidata_id,medalist_link,medalist_name,medal,delegation_wikidata_id,delegation_name,country_medal_wikidata_id,country_medal,country_medal_code2,country_medal_code3,date_of_birth,Age this year,place_of_birth_wikidata_id,place_of_birth,place_of_birth_county_in_wikidata_id,place_of_birth_county,sex_or_gender_wikidata_id,sex_or_gender,event_wikidata_id,event_link,event_name,event_part_of,sport
Q61715051,https://en.wikipedia.org/wiki/Rebecca_Shorten,Rebecca Shorten,silver,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,25/11/1993,30.00,Q10686,Belfast,Q1140130,Belfast,Q6581072,female,Q116820675,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_coxless_four,rowing at the 2024 Summer Olympics – women's four,rowing at the 2024 Summer Olympics,rowing
Q18043964,https://en.wikipedia.org/wiki/Kerri_Williams,Kerri Gowler,bronze,Q114244700,New Zealand at the 2024 Summer Olympics,Q664,New Zealand,NZ,NZL,18/12/1993,30.00,Q1015672,Whanganui,Q10856931,Whanganui District,Q6581072,female,Q116820675,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_coxless_four,rowing at the 2024 Summer Olympics – women's four,rowing at the 2024 Summer Olympics,rowing
Q47105092,https://en.wikipedia.org/wiki/Ioana_Vr%C3%AEnceanu,Ioana Vrinceanu,gold,Q42911998,Romania at the 2024 Summer Olympics,Q218,Romania,RO,ROU,7/3/1994,30.00,Q186349,Târgu Mureș,Q190711,Mureș County,Q6581072,female,Q116820686,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_eight,rowing at the 2024 Summer Olympics – women's eight,rowing at the 2024 Summer Olympics,rowing
Q61756847,https://en.wikipedia.org/wiki/Rowan_McKellar,Rowan McKellar,bronze,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,24/5/1994,30.00,Q4093,Glasgow,Q55934339,Glasgow City,Q6581072,female,Q116820686,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_eight,rowing at the 2024 Summer Olympics – women's eight,rowing at the 2024 Summer Olympics,rowing
Q61756850,https://en.wikipedia.org/wiki/Harriet_Taylor_(rower),Harriet Taylor,bronze,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,14/2/1994,30.00,Q1780998,Sunningdale,Q1368496,Windsor and Maidenhead,Q6581072,female,Q116820686,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_eight,rowing at the 2024 Summer Olympics – women's eight,rowing at the 2024 Summer Olympics,rowing
Q23926441,https://en.wikipedia.org/wiki/Stephen_Parez,Stephen Parez,gold,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,1/8/1994,30.00,Q142,France,NA,NA,Q6581097,male,Q115799997,https://en.wikipedia.org/wiki/Rugby_sevens_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,rugby sevens at the 2024 Summer Olympics – men's tournament,rugby sevens at the 2024 Summer Olympics,rugby sevens
Q83569614,https://en.wikipedia.org/wiki/Paulin_Riva,Paulin Riva,gold,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,20/4/1994,30.00,Q181725,Auch,Q1724275,canton of Auch-Nord-Est,Q6581097,male,Q115799997,https://en.wikipedia.org/wiki/Rugby_sevens_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,rugby sevens at the 2024 Summer Olympics – men's tournament,rugby sevens at the 2024 Summer Olympics,rugby sevens
Q127559949,https://en.wikipedia.org/wiki/Terio_Veilawa,Terio Tamani,silver,Q118368956,Fiji at the 2024 Summer Olympics,Q712,Fiji,FJ,FJI,6/7/1994,30.00,Q1196481,Kadavu,Q182169,Eastern Division,Q6581097,male,Q115799997,https://en.wikipedia.org/wiki/Rugby_sevens_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,rugby sevens at the 2024 Summer Olympics – men's tournament,rugby sevens at the 2024 Summer Olympics,rugby sevens
Q37586526,https://en.wikipedia.org/wiki/Josaia_Raisuqe,Josaia Raisuqe,silver,Q118368956,Fiji at the 2024 Summer Olympics,Q712,Fiji,FJ,FJI,22/7/1994,30.00,Q38807,Suva,Q1365257,Rewa,Q6581097,male,Q115799997,https://en.wikipedia.org/wiki/Rugby_sevens_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,rugby sevens at the 2024 Summer Olympics – men's tournament,rugby sevens at the 2024 Summer Olympics,rugby sevens
Q113468965,https://en.wikipedia.org/wiki/Filipe_Sauturaga,Filipe Sauturaga,silver,Q118368956,Fiji at the 2024 Summer Olympics,Q712,Fiji,FJ,FJI,19/6/1994,30.00,NA,NA,NA,NA,Q6581097,male,Q115799997,https://en.wikipedia.org/wiki/Rugby_sevens_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,rugby sevens at the 2024 Summer Olympics – men's tournament,rugby sevens at the 2024 Summer Olympics,rugby sevens
Q16728406,https://en.wikipedia.org/wiki/Selvyn_Davids,Selvyn Davids,bronze,Q116769160,South Africa at the 2024 Summer Olympics,Q258,South Africa,ZA,ZAF,26/3/1994,30.00,Q585092,Jeffreys Bay,Q1785553,Kouga Local Municipality,Q6581097,male,Q115799997,https://en.wikipedia.org/wiki/Rugby_sevens_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,rugby sevens at the 2024 Summer Olympics – men's tournament,rugby sevens at the 2024 Summer Olympics,rugby sevens
Q26209341,https://en.wikipedia.org/wiki/Tyla_King,Tyla Nathan-Wong,gold,Q114244700,New Zealand at the 2024 Summer Olympics,Q664,New Zealand,NZ,NZL,1/7/1994,30.00,Q37100,Auckland,Q726917,Auckland Region,Q6581072,female,Q115800200,https://en.wikipedia.org/wiki/Rugby_sevens_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,rugby sevens at the 2024 Summer Olympics – Women's tournament,rugby sevens at the 2024 Summer Olympics,rugby sevens
Q41000266,https://en.wikipedia.org/wiki/Naya_Tapper,Naya Tapper,bronze,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,3/8/1994,30.00,Q813376,Beaufort,Q495682,Beaufort County,Q6581072,female,Q115800200,https://en.wikipedia.org/wiki/Rugby_sevens_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,rugby sevens at the 2024 Summer Olympics – Women's tournament,rugby sevens at the 2024 Summer Olympics,rugby sevens
Q26398188,https://en.wikipedia.org/wiki/Diego_Bot%C3%ADn,Diego Botín,gold,Q42911743,Spain at the 2024 Summer Olympics,Q29,Spain,ES,ESP,25/12/1993,30.00,Q12233,Santander,Q3946,Cantabria,Q6581097,male,Q117156662,https://en.wikipedia.org/wiki/Sailing_at_the_2024_Summer_Olympics_%E2%80%93_49er,sailing at the 2024 Summer Olympics – 49er,sailing at the 2024 Summer Olympics,sailing
Q102419847,https://en.wikipedia.org/wiki/Flori%C3%A1n_Trittel,Florian Trittel,gold,Q42911743,Spain at the 2024 Summer Olympics,Q29,Spain,ES,ESP,23/5/1994,30.00,Q69233,Münsterlingen,Q660450,Kreuzlingen District,Q6581097,male,Q117156662,https://en.wikipedia.org/wiki/Sailing_at_the_2024_Summer_Olympics_%E2%80%93_49er,sailing at the 2024 Summer Olympics – 49er,sailing at the 2024 Summer Olympics,sailing
Q122826844,https://en.wikipedia.org/wiki/Annelous_Lammerts,Annelous Lammerts,bronze,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,1/11/1993,30.00,Q3029661,Rockanje,Q106436626,Voorne aan Zee,Q6581072,female,Q117156630,https://en.wikipedia.org/wiki/Sailing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_Formula_Kite,sailing at the 2024 Summer Olympics – women's Formula Kite,sailing at the 2024 Summer Olympics,sailing
Q6488601,https://en.wikipedia.org/wiki/Lara_Vadlau,Lara Vadlau,gold,Q117079051,Austria at the 2024 Summer Olympics,Q40,Austria,AT,AUT,29/3/1994,30.00,Q672717,Feldbach,Q854043,Südoststeiermark District,Q6581072,female,Q117156660,https://en.wikipedia.org/wiki/Sailing_at_the_2024_Summer_Olympics_%E2%80%93_470,sailing at the 2024 Summer Olympics – 470,sailing at the 2024 Summer Olympics,sailing
Q105543480,https://en.wikipedia.org/wiki/Mateo_Majdalani,Mateo Majdalani,silver,Q117834950,Argentina at the 2024 Summer Olympics,Q414,Argentina,AR,ARG,15/7/1994,30.00,Q2164117,San Isidro,Q2644735,San Isidro Partido,Q6581097,male,Q117156636,https://en.wikipedia.org/wiki/Sailing_at_the_2024_Summer_Olympics_%E2%80%93_Nacra_17,sailing at the 2024 Summer Olympics – Nacra 17,sailing at the 2024 Summer Olympics,sailing
Q106504615,https://en.wikipedia.org/wiki/Erica_Dawson_(sailor),Erica Dawson,bronze,Q114244700,New Zealand at the 2024 Summer Olympics,Q664,New Zealand,NZ,NZL,24/7/1994,30.00,Q37100,Auckland,Q726917,Auckland Region,Q6581072,female,Q117156636,https://en.wikipedia.org/wiki/Sailing_at_the_2024_Summer_Olympics_%E2%80%93_Nacra_17,sailing at the 2024 Summer Olympics – Nacra 17,sailing at the 2024 Summer Olympics,sailing
Q128405681,https://en.wikipedia.org/wiki/Lee_Meng-yuan,Lee Meng-yuan,bronze,Q114281502,Chinese Taipei at the 2024 Summer Olympics,Q216923,Chinese Taipei,NA,NA,25/8/1994,30.00,Q115256,Taoyuan,Q865,Taiwan,Q6581097,male,Q116496141,https://en.wikipedia.org/wiki/Shooting_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_skeet,shooting at the 2024 Summer Olympics – men's skeet,shooting at the 2024 Summer Olympics,shooting sport
Q13523813,https://en.wikipedia.org/wiki/Aleksandra_Miros%C5%82aw,Aleksandra Mirosław,gold,Q114244612,Poland at the 2024 Summer Olympics,Q36,Poland,PL,POL,2/2/1994,30.00,Q37333,Lublin,Q54155,Lublin Voivodeship,Q6581072,female,Q117156517,https://en.wikipedia.org/wiki/Sport_climbing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_speed,Sport climbing at the 2024 Summer Olympics – Women's speed,sport climbing at the 2024 Summer Olympics,sport climbing
Q3093867,https://en.wikipedia.org/wiki/Gabriel_Medina,Gabriel Medina,bronze,Q113504733,Brazil at the 2024 Summer Olympics,Q155,Brazil,BR,BRA,22/12/1993,30.00,Q587013,São Sebastião,Q175,São Paulo,Q6581097,male,Q124805258,https://en.wikipedia.org/wiki/Surfing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_shortboard,Surfing at the 2024 Summer Olympics – Men's shortboard,surfing at the 2024 Summer Olympics,surfing
Q16646006,https://en.wikipedia.org/wiki/Johanne_Defay,Johanne Defay,bronze,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,19/11/1993,30.00,Q184359,Le Puy-en-Velay,Q701452,arrondissement of Le Puy-en-Velay,Q6581072,female,Q124805264,https://en.wikipedia.org/wiki/Surfing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_shortboard,Surfing at the 2024 Summer Olympics – Women's shortboard,surfing at the 2024 Summer Olympics,surfing
Q2054763,https://en.wikipedia.org/wiki/Cameron_McEvoy,Cameron McEvoy,gold,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,13/5/1994,30.00,Q140075,Gold Coast,Q36074,Queensland,Q6581097,male,Q117156579,https://en.wikipedia.org/wiki/Swimming_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_50_metre_freestyle,Swimming at the 2024 Summer Olympics – Men's 50 metre freestyle,swimming at the 2024 Summer Olympics,swimming
Q2107156,https://en.wikipedia.org/wiki/Gregorio_Paltrinieri,Gregorio Paltrinieri,bronze,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,5/9/1994,30.00,Q100041,Carpi,Q16209,Province of Modena,Q6581097,male,Q117156581,https://en.wikipedia.org/wiki/Swimming_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_800_metre_freestyle,Swimming at the 2024 Summer Olympics – Men's 800 metre freestyle,swimming at the 2024 Summer Olympics,swimming
Q2107156,https://en.wikipedia.org/wiki/Gregorio_Paltrinieri,Gregorio Paltrinieri,silver,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,5/9/1994,30.00,Q100041,Carpi,Q16209,Province of Modena,Q6581097,male,Q117156553,https://en.wikipedia.org/wiki/Swimming_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_1500_metre_freestyle,swimming at the 2024 Summer Olympics – men's 1500 metre freestyle,swimming at the 2024 Summer Olympics,swimming
Q2789989,https://en.wikipedia.org/wiki/Wang_Shun,Wang Shun,bronze,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,11/2/1994,30.00,Q42780,Ningbo,Q16967,Zhejiang,Q6581097,male,Q117156565,https://en.wikipedia.org/wiki/Swimming_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_200_metre_individual_medley,swimming at the 2024 Summer Olympics – men's 200 metre individual medley,swimming at the 2024 Summer Olympics,swimming
Q55972242,https://en.wikipedia.org/wiki/Lorenzo_Zazzeri,Lorenzo Zazzeri,bronze,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,9/8/1994,30.00,Q2044,Florence,Q18288148,Metropolitan City of Florence,Q6581097,male,Q117156586,https://en.wikipedia.org/wiki/Swimming_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metre_freestyle_relay,swimming at the 2024 Summer Olympics – men's 4 × 100 metre freestyle relay,swimming at the 2024 Summer Olympics,swimming
Q14638241,https://en.wikipedia.org/wiki/Emma_McKeon,Emma McKeon,gold,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,24/5/1994,30.00,Q187861,Wollongong,Q820296,City of Wollongong,Q6581072,female,Q117156585,https://en.wikipedia.org/wiki/Swimming_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metre_freestyle_relay,swimming at the 2024 Summer Olympics – women's 4 × 100 metre freestyle relay,swimming at the 2024 Summer Olympics,swimming
Q510525,https://en.wikipedia.org/wiki/Bronte_Campbell,Bronte Campbell,gold,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,14/5/1994,30.00,Q188693,Blantyre,Q1059262,Blantyre District,Q6581072,female,Q117156585,https://en.wikipedia.org/wiki/Swimming_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metre_freestyle_relay,swimming at the 2024 Summer Olympics – women's 4 × 100 metre freestyle relay,swimming at the 2024 Summer Olympics,swimming
Q14638241,https://en.wikipedia.org/wiki/Emma_McKeon,Emma McKeon,silver,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,24/5/1994,30.00,Q187861,Wollongong,Q820296,City of Wollongong,Q6581072,female,Q117156582,https://en.wikipedia.org/wiki/Swimming_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metre_medley_relay,swimming at the 2024 Summer Olympics – women's 4 × 100 metre medley relay,swimming at the 2024 Summer Olympics,swimming
Q14638241,https://en.wikipedia.org/wiki/Emma_McKeon,Emma McKeon,bronze,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,24/5/1994,30.00,Q187861,Wollongong,Q820296,City of Wollongong,Q6581072,female,Q117156584,https://en.wikipedia.org/wiki/Swimming_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_4_%C3%97_100_metre_medley_relay,swimming at the 2024 Summer Olympics – mixed 4 × 100 metre medley relay,swimming at the 2024 Summer Olympics,swimming
Q13360632,https://en.wikipedia.org/wiki/Chen_Meng,Chen Meng,gold,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,15/1/1994,30.00,Q170322,Qingdao,Q43407,Shandong,Q6581072,female,Q117156617,https://en.wikipedia.org/wiki/Table_tennis_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_singles,table tennis at the 2024 Summer Olympics – women's singles,table tennis at the 2024 Summer Olympics,table tennis
Q13360632,https://en.wikipedia.org/wiki/Chen_Meng,Chen Meng,gold,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,15/1/1994,30.00,Q170322,Qingdao,Q43407,Shandong,Q6581072,female,Q117156621,https://en.wikipedia.org/wiki/Table_tennis_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team,table tennis at the 2024 Summer Olympics – women's team,table tennis at the 2024 Summer Olympics,table tennis
Q21512260,https://en.wikipedia.org/wiki/Cheick_Sallah_Ciss%C3%A9,Cheick Sallah Cissé,bronze,Q42911720,Ivory Coast at the 2024 Summer Olympics,Q1008,Ivory Coast,CI,CIV,19/9/1993,30.00,Q271000,Bouaké,Q4949218,Bouaké Department,Q6581097,male,Q116496104,https://en.wikipedia.org/wiki/Taekwondo_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_%2B80_kg,taekwondo at the 2024 Summer Olympics – men's +80 kg,taekwondo at the 2024 Summer Olympics,taekwondo
Q99619738,https://en.wikipedia.org/wiki/Morgan_Pearson,Morgan Pearson,silver,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,22/9/1993,30.00,Q61,"Washington, D.C.",Q3551781,District of Columbia,Q6581097,male,Q124672679,https://en.wikipedia.org/wiki/Triathlon_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_relay,Triathlon at the 2024 Summer Olympics – Mixed relay,triathlon at the 2024 Summer Olympics,triathlon
Q9267342,https://en.wikipedia.org/wiki/Georgia_Taylor-Brown,Georgia Taylor-Brown,bronze,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,15/3/1994,30.00,Q18125,Manchester,Q21525592,Manchester,Q6581072,female,Q124672679,https://en.wikipedia.org/wiki/Triathlon_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_relay,Triathlon at the 2024 Summer Olympics – Mixed relay,triathlon at the 2024 Summer Olympics,triathlon
Q28819428,https://en.wikipedia.org/wiki/Nils_Ehlers,Nils Ehlers,silver,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,4/2/1994,30.00,Q64,Berlin,Q183,Germany,Q6581097,male,Q116496148,https://en.wikipedia.org/wiki/Beach_volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,beach volleyball at the 2024 Summer Olympics – men's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q29246384,https://en.wikipedia.org/wiki/Antoine_Brizard,Antoine Brizard,gold,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,22/5/1994,30.00,Q6616,Poitiers,Q702093,arrondissement of Poitiers,Q6581097,male,Q115799687,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,volleyball at the 2024 Summer Olympics – men's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q16681339,https://en.wikipedia.org/wiki/Tr%C3%A9vor_Cl%C3%A9venot,Trévor Clévenot,gold,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,28/6/1994,30.00,Q81909,Royan,Q376598,Arrondissement of Rochefort,Q6581097,male,Q115799687,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,volleyball at the 2024 Summer Olympics – men's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q20021228,https://en.wikipedia.org/wiki/%C5%81ukasz_Kaczmarek,Łukasz Kaczmarek,silver,Q114244612,Poland at the 2024 Summer Olympics,Q36,Poland,PL,POL,29/6/1994,30.00,Q984538,Krotoszyn,Q555222,Gmina Krotoszyn,Q6581097,male,Q115799687,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,volleyball at the 2024 Summer Olympics – men's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q11767597,https://en.wikipedia.org/wiki/Marcin_Janusz,Marcin Janusz,silver,Q114244612,Poland at the 2024 Summer Olympics,Q36,Poland,PL,POL,31/7/1994,30.00,Q802,Nowy Sącz,Q54159,Lesser Poland Voivodeship,Q6581097,male,Q115799687,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,volleyball at the 2024 Summer Olympics – men's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q20007060,https://en.wikipedia.org/wiki/Mateusz_Bieniek,Mateusz Bieniek,silver,Q114244612,Poland at the 2024 Summer Olympics,Q36,Poland,PL,POL,5/4/1994,30.00,Q1483871,Blachownia,Q554151,Gmina Blachownia,Q6581097,male,Q115799687,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,volleyball at the 2024 Summer Olympics – men's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q1748245,https://en.wikipedia.org/wiki/Caterina_Bosetti,Caterina Bosetti,gold,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,2/2/1994,30.00,Q1155,Busto Arsizio,Q16299,Province of Varese,Q6581072,female,Q115799688,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,volleyball at the 2024 Summer Olympics – women's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q16469200,https://en.wikipedia.org/wiki/Ilaria_Spirito,Ilaria Spirito,gold,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,20/2/1994,30.00,Q270492,Albisola Superiore,Q16274,Province of Savona,Q6581072,female,Q115799688,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,volleyball at the 2024 Summer Olympics – women's tournament,volleyball at the 2024 Summer Olympics,volleyball
